bodyId,type,instance
731062953,SMP330,SMP330_R
731071789,SMP281,SMP281_R
731140809,SMP158,SMP158(ADM12)_L
731176276,ATL011,ATL011(PDL05)_L
731180030,ATL025,ATL025_R
731192952,FB1E_a,FB1E_a_L
731244892,LHAV4e2_a,LHAV4e2_a_R
731270909,LHAV4b1_b,LHAV4b1_b_R
731357364,SIP002,SIP002_R
731434251,,(MBDLaxon1)
731567967,LHAV4e2_b,LHAV4e2_b_R
731688775,SIP001,SIP001_R
731689147,SMP211,SMP211_R
731690040,M_spPN5t10,M_spPN5t10(PVM01)_L
731736853,LT36,LT36_L
731917767,LHPV5b1,LHPV5b1_R
731918732,LHAV4e2_b,LHAV4e2_b_R
731919293,LHAV4e7_b,LHAV4e7_b_R
731922839,LHPV2b3,LHPV2b3_R
731923098,LHAV4g1_b,LHAV4g1_b_R
732034061,FB2H_b,FB2H_b_R
732034854,CL362,CL362(SCB033)_R
732038716,,(ADL08)_L
732059827,FS1B,FS1B(FQ9)_C2_L
732077752,PLP216,PLP216_R
732082028,CL006,CL006_R
732086360,SMP277,SMP277_R
732155427,SMP416,SMP416(PDM09)_L
732159588,SMP064,SMP064(ADM01)_L
732163357,SMP492,SMP492_R
732280395,LHAV4e1_b,LHAV4e1_b_R
732354059,LHPV5c4,LHPV5c4_R
732357920,LHPV2f3,LHPV2f3_R
732401014,FS3,FS3(FQ11)_C2_L
732431788,SMP312,SMP312_R
732496591,SMP402,SMP402(PDM09)_L
732518921,,(PDM08)_L
732600113,PLP002,PLP002_R
732686529,LHAV7a5,LHAV7a5_R
732741880,FS3,FS3(FQ11)_C2_L
732777416,SMP321,SMP321_R
732984478,mAL4,mAL4A_L
733005935,LHAV2j1,LHAV2j1_R
733036127,MBON07,MBON07(a1)_R
733040015,CRE073,CRE073_R
733182574,SMP162,SMP162(AVL23)_L
733187248,,
733192083,CL157,CL157(PDM09)_L
733203990,FB5Q,FB5Q_L
733235394,ATL012,ATL012(PDL05)_L
733316908,DA1_vPN,DA1_vPN_R
733399215,CRE089,CRE089_R
733458828,SMP163,SMP163_R
733649312,SLP467,SLP467(SCB069)_R
733700589,SLP283,SLP283_R
733765528,ATL010,ATL010_R
733796382,SMP282,SMP282_R
733834095,,(MBDLaxon1)
733986433,SLP119,SLP119_R
734024994,CL283,CL283_R
734088804,LAL037,LAL037_R
734089294,LAL036,LAL036_R
734132592,SMP323,SMP323_R
734327429,SMP325,SMP325_R
734352404,AVLP038,AVLP038_R
734408687,CRE091,CRE091_R
734473582,SMP019,SMP019_R
734491001,SMP592,SMP592_R
734581598,Delta7,Delta7(PB15)_L6R3_L
734599550,CRE076,CRE076(PDM08)_L
734663091,CL091,CL091_R
734664277,CL090_d,CL090_d_R
734667914,LHAV4h1,LHAV4h1_R
734677385,CL092,CL092_R
734686161,SLP307,SLP307_R
734693858,LHAD1a2_a,LHAD1a2_a_R
734724111,mAL3A,mAL3A_L
734754585,SMP568_a,SMP568_a_R
734801540,FB2D,FB2D_R
734814622,,
735004751,PLP090,PLP090_R
735008444,AVLP062,AVLP062_R
735073668,mAL3A,mAL3A_L
735091236,ALIN3,ALIN3_R
735112319,PAM14,PAM14(B'1m)_R
735134301,PAM08_c,PAM08_c(y4)_R
735207605,,(PDM12)_L
735282133,PAM09,PAM09(B1ped)_L
735371535,CL099,CL099_R
735415046,mAL3A,mAL3A_L
735470305,SMP024,SMP024_R
735470654,AVLP563,AVLP563_R
735488299,LAL022,LAL022_R
735600320,PAM06_a,PAM06_a(B'2m)_L
735699469,AVLP225_b,AVLP225_b_R
735708012,CL035,CL035_R
735733975,AVLP297,AVLP297_R
735772860,LHPD2a3,LHPD2a3_R
735785459,KCab-m,KCab-m_R
735785541,KCab-s,KCab-s_R
735785583,KCab-s,KCab-s_R
735785639,KCab-c,KCab-c_R
735785741,KCab-s,KCab-s_R
735790008,KCab-s,KCab-s_R
735798583,SIP074,SIP074_R
735941254,SMP142,SMP142(ADM08)_L
735941543,FB2C,FB2C_L
736079298,AVLP065,AVLP065_R
736079469,CL062_b,CL062_b_R
736109737,SMP568_c,SMP568_c_R
736117977,KCa'b'-m,KCa'b'-m_R
736122569,KCab-m,KCab-m_R
736126563,KCab-c,KCab-c_R
736126644,KCab-c,KCab-c_R
736126668,KCab-c,KCab-c_R
736126717,KCab-c,KCab-c_R
736126732,KCab-m,KCab-m_R
736126746,KCab-m,KCab-m_R
736140238,CRE080,CRE080_R
736157288,SMP447,SMP447_R
736173896,CRE052,CRE052_R
736174181,CRE006,CRE006_R
736286550,FB5F,FB5F_L
736433303,CL236,CL236_R
736463614,KCab-m,KCab-m_R
736467526,KCab-m,KCab-m_R
736467640,KCab-m,KCab-m_R
736507123,CRE096,CRE096_R
736627575,,(MBDLaxon1)
736632557,CRE092,CRE092(PDM13)_L
736748242,PVLP007,PVLP007_R
736757366,AVLP247,AVLP247_R
736791573,SMP382,SMP382_R
736808522,KCa'b'-ap2,KCa'b'-ap2_R
736808904,KCab-s,KCab-s_R
736813212,KCab-s,KCab-s_R
736830579,CRE008,CRE008_R
736839651,CRE057,CRE057_R
736860990,OA-VUMa6,OA-VUMa6_R
736877789,CL048,CL048_R
736877989,PS005_f,PS005_f_R
737093692,PVLP007,PVLP007_R
737093754,PVLP007,PVLP007_R
737149820,KCa'b'-ap2,KCa'b'-ap2_R
737149964,KCa'b'-ap1,KCa'b'-ap1_R
737150041,KCa'b'-ap2,KCa'b'-ap2_R
737167616,PAM02,PAM02(B'2a)_R
737189212,SMP596,SMP596(SCB057)_R
737218533,CL049,CL049_R
737218550,CL050_a,CL050_a_R
737218635,CL047,CL047_R
737218650,IB004,IB004_R
737218700,PS006,PS006_R
737218701,CL048,CL048_R
737218738,CL050_b,CL050_b_R
737218741,CL051,CL051_R
737218753,CL051,CL051_R
737218764,IB002,IB002_R
737218823,IB004,IB004_R
737218831,IB004,IB004_R
737218848,IB001,IB001_R
737218956,CL049,CL049_R
737262193,CL038,CL038(ADM01)_L
737266434,,(ADM01)_L
737486877,CRE003_a,CRE003_a_R
737491049,SIP073,SIP073_R
737491062,KCa'b'-ap1,KCa'b'-ap1_R
737491087,SMP377,SMP377_R
737512824,CRE064,CRE064_R
737602890,,(ADM01)_L
737607426,SIP020,SIP020(ADM01)_L
737607512,,(ADM01)_L
737607614,PS004,PS004(ADM01)_L
737607615,,(ADM01)_L
737607638,SIP020,SIP020(ADM01)_L
737607653,,(ADM01)_L
737607737,,(ADM01)_L
737612033,,(ADM01)_L
737824168,AOTU028,AOTU028_R
737831894,SIP089,SIP089_R
737832306,AOTU029,AOTU029_R
737892940,,(PVM12)_L
737970549,,
738009096,CRE094,CRE094(PDM13)_L
738155917,OA-ASM1,OA-ASM1_R
738246510,,(PVM12)_L
738531654,SMP208,SMP208_R
739213376,SIP033,SIP033_R
739256609,CL029,CL029_R
739567785,VES060,VES060_R
739572008,CRE039,CRE039_L
739917109,SMP558,SMP558_R
753489735,KCab-c,KCab-c_R
753489892,KCab-c,KCab-c_R
753489951,KCab-c,KCab-c_R
753506746,KCg-d,KCg-d_R
753839564,KCg-m,KCg-m_R
753847960,KCg-m,KCg-m_R
753852265,KCab-c,KCab-c_R
753852396,KCab-c,KCab-c_R
753852432,KCg-m,KCg-m_R
754163207,KCab-c,KCab-c_R
754184667,KCab-s,KCab-s_R
754188911,KCg-m,KCg-m_R
754188980,KCg-m,KCg-m_R
754197850,KCab-s,KCab-s_R
754202022,KCg-m,KCg-m_R
754206396,KCg-m,KCg-m_R
754473844,KCg-d,KCg-d_R
754525744,KCa'b'-ap2,KCa'b'-ap2_R
754534424,DA1_lPN,DA1_lPN_R
754538763,KCab-c,KCab-c_R
754538881,DA1_lPN,DA1_lPN_R
754547386,KCg-m,KCg-m_R
754854077,VC4_adPN,VC4_adPN_R
754870859,KCg-m,KCg-m_R
754879354,KCab-c,KCab-c_R
754884149,KCg-d,KCg-d_R
754893183,KCa'b'-ap2,KCa'b'-ap2_R
755173189,KCab-c,KCab-c_R
755177787,KCab-m,KCab-m_R
755229523,KCg-m,KCg-m_R
755234235,KCab-c,KCab-c_R
755518957,DM3_adPN,DM3_adPN_R
755544921,KCg-m,KCg-m_R
755644082,PFNm_a,PFNm_a(PB02a)_R5_C6
755851102,KCg-m,KCg-m_R
755868550,KCab-c,KCab-c_R
755950242,hDeltaB,hDeltaB_03_C3
756036456,,(PDM05)_L
756049717,PFNp_b,PFNp_b(PB01b)_L7_C6
756062593,PFNp_d,PFNp_d(PB01a)_L_C5_irreg
756196285,KCg-m,KCg-m_R
756196541,KCg-d,KCg-d_R
756351555,PS131,PS131_R
756390536,PFNp_a,PFNp_a(PB01a)_L7_C6
756390604,,(PDM19)_L
756399239,vDeltaI,vDeltaI_C5
756502912,PLP080,PLP080_R
756520292,WED091,WED091_R
756567539,KCab-m,KCab-m_R
756585129,KCab-m,KCab-m_R
756601858,KCg-d,KCg-d_R
756623488,SMP487,SMP487_R
756870190,LHPV4c1_c,LHPV4c1_c_R
756874510,SLP325,SLP325_R
757046868,PS136,PS136(PDM17)_L
757055317,PEN_a(PEN1),PEN_a(PB06a)_L4
757055403,PFNp_c,PFNp_c(PB01c)_L4_C3
757215581,LHPV4c1_b,LHPV4c1_b_R
757258507,M_lvPNm45,M_lvPNm45_R
757374944,OCG04,OCG04
757374955,OCG08,OCG08
757396504,FS4A,FS4A(AB)(FQ12)_C4_L
757413552,PFNd,PFNd(PB04)_L6_C5
757530777,LC28b,LC28b
757530901,,(lVLPT3)_R
757535511,PLP122,PLP122_R
757538997,AOTU044,AOTU044_R
757556799,VL1_vPN,VL1_vPN_R
757569579,M_lvPNm44,M_lvPNm44_R
757591093,M_lvPNm45,M_lvPNm45_R
757694775,PFL3,PFL3(PB12c)_L2_C9_irreg
757699000,PFR_a,PFR_a(PB11a)_R2_C8
757699264,PFNp_b,PFNp_b(PB01b)_R2_C9
757880474,AOTU044,AOTU044_R
758035825,hDeltaJ,hDeltaJ_07_C6a
758065781,PFNd,PFNd(PB04)_L2_C1
758069781,PFNp_b,PFNp_b(PB01b)_L3_C2
758069811,PFNp_a,PFNp_a(PB01a)_L3_C2
758078409,FC3,FC3(FQ8)_C4_L
758154573,LHPV6a1,LHPV6a1_R
758178605,LHPD3a5,LHPD3a5_R
758239379,LHPV6k1,LHPV6k1_R
758296423,SMP241,SMP241_R
758320421,SMP296,SMP296_R
758419409,EPG,EPG(PB08)_L3
758588355,PLP239,PLP239_R
758605646,PLP065,PLP065_R
758636869,ATL019,ATL019_R
758674661,ATL003,ATL003_R
758743604,PFNp_d,PFNp_d(PB01a)_L3_C2
758903321,LHPV2a1_d,LHPV2a1_d_R
758938220,PLP197,PLP197_R
758955666,CL162,CL162_R
758960629,CL013,CL013_R
758977730,SMP382,SMP382_R
758990648,SMP369,SMP369_R
759084183,PFNm_b,PFNm_b(PB02b)_L2_C1
759084486,PFNa,PFNa(PB03)_L2_C1
759127597,,(PDM12)_L
759149133,,(PDL14)_L
759291719,,(lVLPT8)_R
759300826,,(lVLPT8)_R
759464163,PPL204,PPL204(PVL17)_L
759468647,ATL039,ATL039(PDM33)_L
759477318,,(PDL14)_L
759582005,LHPV5j3,LHPV5j3_R
759582415,LHPV2a3,LHPV2a3_R
759585675,LHAV2g1,LHAV2g1_R
759586113,LHAV4i2,LHAV4i2_R
759586495,LHPV2a5,LHPV2a5_R
759632919,,
759633941,,(PLBDL10)_R
759633968,CL019_a,CL019_a_R
759667315,SMP381,SMP381_R
759681018,SMP016_b,SMP016_b_R
759685279,PS157,PS157_R
759810119,CSD,CSD(5HT1)(AVM03)_L
759814218,,(PDL14)_L
759888036,LHPV4a7_c,LHPV4a7_c_R
759888294,LHPV4j1_a,LHPV4j1_a_R
759888465,LHPV4i1,LHPV4i1_R
759922408,M_vPNml74,M_vPNml74_R
759922984,SLP334,SLP334_R
759960572,PLP180,PLP180_R
759983358,CL089_b,CL089_b_R
759987515,CL295,CL295_R
759991385,CL292,CL292_R
760004504,CL225,CL225_R
760021137,SMP016_b,SMP016_b_R
760026626,ATL031,ATL031(PDM28)_L
760069033,SMP266,SMP266_R
760094565,PFL2,PFL2(PB12b)_L1_C5
760225398,LHPV4a1,LHPV4a1_R
760250272,M_vPNml84,M_vPNml84_R
760250511,M_vPNml78,M_vPNml78_R
760264077,M_vPNml74,M_vPNml74_R
760268555,LHPD2a9,LHPD2a9_R
760272462,LHAD2c3,LHAD2c3_R
760306167,PVLP003,PVLP003_R
760323253,SMP279_c,SMP279_c_R
760358472,SMP017,SMP017_R
760367125,,(PDL14)_L
760397191,SMP279_b,SMP279_b_R
760397222,SIP033,SIP033_R
760522417,PLP027,PLP027_R
760541793,LHAV4a1_a,LHAV4a1_a_R
760566169,LHPV4a1,LHPV4a1_R
760566454,LHPV4a4_b,LHPV4a4_b_R
760566735,LHPV4a2,LHPV4a2_R
760566744,LHPV4a4_c,LHPV4a4_c_R
760566746,LHPV4a4_b,LHPV4a4_b_R
760569606,LHPV4i1,LHPV4i1_R
760570054,LHPV4j1_b,LHPV4j1_b_R
760604568,LHAD1a2_b,LHAD1a2_b_R
760630148,SLP226,SLP226_R
760686202,FB2E,FB2E_R
760690116,CRE066,CRE066_R
760703506,CRE003_b,CRE003_b_R
760729207,SMP281,SMP281_R
760733648,SMP397,SMP397_R
760733959,SMP277,SMP277_R
760798618,,(MBDLaxon1)
760806798,IB060,IB060(PVL21)_L
760902933,LHAV4g16_b,LHAV4g16_b_R
760907730,LHPV4a4_a,LHPV4a4_a_R
760971727,CL100,CL100_R
760993807,CL080,CL080_R
761040902,CRE002,CRE002_R
761044410,SMP016_a,SMP016_a_R
761083880,SMP281,SMP281_R
761096077,,(MBDLaxon1)
761165432,,(PDM09)_L
761170446,SMP397,SMP397(PDM09)_L
761182853,ATL033,ATL033(PDM32)_L
761203947,FB2J,FB2J_L
761229983,LHAV4g8,LHAV4g8_R
761232088,LHAV4g15,LHAV4g15_R
761236545,LHPV4a7_e,LHPV4a7_e_R
761239957,LHAV2h1_a,LHAV2h1_a_R
761247578,LHPV2b1,LHPV2b1_R
761252954,LHPV2b3,LHPV2b3_R
761325477,AVLP447,AVLP447_R
761342678,CL081,CL081_R
761368439,,
761489398,SMP502,SMP502(PDM21)_L
761537199,SMP489,SMP489(PDM16)_L
761544832,FB2M,FB2M_L
761575136,LHAV4g4_b,LHAV4g4_b_R
761580655,LHAV4a7,LHAV4a7_R
761593520,LHPV2b3,LHPV2b3_R
761636549,LHAV7a2,LHAV7a2_R
761661626,aSP-f1A,aSP-f1A_R
761813205,SMP545,SMP545(PDM27)_L
761838951,,
761843188,SMP393,SMP393(PDM09)_L
761938645,M_vPNml67,M_vPNml67_R
762037782,SMP254,SMP254(PDL18)_L
762058745,LAL032,LAL032_R
762111368,IB060,IB060_R
762128241,,(MBDLaxon1)
762171741,SMP493,SMP493(PDM17)_L
762222901,FB6C_b,FB6C_b_L
762226975,FB2F_c,FB2F_c_L
762227003,FB2M,FB2M_L
762262916,LHAV4b3,LHAV4b3_R
762263004,LHAV4e2_b,LHAV4e2_b_R
762274975,LHAD1b2_c,LHAD1b2_c_R
762698149,CRE088,CRE088(PDM13)_L
762745906,SMP270,SMP270_R
762836357,,(MBDLaxon1)
762948368,LHAV4e2_b,LHAV4e2_b_R
762957069,LHAV4d2_b,LHAV4d2_b_R
762961590,LHAV2b11,LHAV2b11_R
762982753,M_adPNm5,M_adPNm5_R
763034485,LHPV5c3,LHPV5c3_R
763086729,LAL032,LAL032_R
763116783,SMP281,SMP281_R
763116811,SMP057,SMP057_R
763181971,,(PDM12)_L
763186493,,
763220810,IB009,IB009(AVL05)_L
763435729,FS4C,FS4C(FQ12)_C4_L
763483246,SMP469,SMP469_R
763652770,LHPV2c5,LHPV2c5_R
763686208,mAL5B,mAL5B_L
763730414,M_smPNm1,M_smPNm1_L
763731153,LHPV2d1,LHPV2d1_R
763885580,SMP054,SMP054(ADM01)_L
764001607,LHPV2c5,LHPV2c5_R
764006565,LHAV4c2,LHAV4c2_R
764122498,PLP042_a,PLP042_a_R
764131610,ATL040,ATL040_R
764144161,SMP324,SMP324_R
764148834,SMP325,SMP325_R
764153172,SMP281,SMP281_R
764330286,AVLP176_a,AVLP176_a_R
764334721,CL271,CL271_R
764339062,AVLP043,AVLP043_R
764339342,LHCENT13_d,LHCENT13_d_R
764377593,AVLP025,AVLP025_R
764399773,mAL5B,mAL5B_L
764408961,LHAV6b2_b,LHAV6b2_b_R
764409134,LHPV2d1,LHPV2d1_R
764412104,CRE092,CRE092_R
764459322,FS3,FS3(FQ11)_C4_L
764683701,SLP007,SLP007_R
764684348,SAD082,SAD082_R
764727525,AVLP446,AVLP446_R
764800313,FS3,FS3(FQ11)_C7_L
764800337,FS2,FS2(FQ10)_C3_L
764817903,SMP111,SMP111_R
765021328,SLP120,SLP120_R
765028935,AVLP189_b,AVLP189_b_R
765029085,LHAV5c1,LHAV5c1_R
765034172,AVLP045,AVLP045_R
765050884,AVLP189_b,AVLP189_b_R
765063664,VES080,VES080_R
765072733,aSP-f4,aSP-f4_R
765145895,FS3,FS3(FQ11)_C6_L
765245188,SMP546,SMP546(PDM27)_L
765366557,CL346,CL346_L
765457262,PAM06_a,PAM06_a(B'2m)_R
765504308,SMP111,SMP111_R
765564814,,(MBDLaxon1)
765703442,PLP055,PLP055_R
765797569,SMP195_a,SMP195_a_R
765810666,LAL037,LAL037_R
765975775,CRE092,CRE092(PDM13)_L
766126400,CRE103,CRE103_R
766186252,SMP385,SMP385(PDM09)_L
766255970,,(MBDLaxon1)
766276454,,(PDM13)_L
766298734,PAM11,PAM11(a1)_L
766384925,SLP188_b,SLP188_b_R
766385551,SMP569,SMP569_R
766388652,AVLP048,AVLP048_R
766389130,AVLP218,AVLP218_R
766389431,AVLP060,AVLP060_R
766389528,AVLP217,AVLP217_R
766410696,AVLP037,AVLP037_R
766410805,AVLP038,AVLP038_R
766493391,CRE058,CRE058_R
766505428,CRE079,CRE079_R
766653726,CRE095,CRE095(PDM13)_L
766660682,,
766730917,AVLP225_a,AVLP225_a_R
766734548,SLP223,SLP223_R
766734991,AVLP225_b,AVLP225_b_R
766738741,AVLP063,AVLP063_R
766739499,AVLP389,AVLP389_R
766781641,LHAV4c2,LHAV4c2_R
766820559,KCab-m,KCab-m_R
766838498,PAM14,PAM14(B'1m)_R
766846796,CRE098,CRE098_R
766863785,FB5J,FB5J_R
766864238,FB2C,FB2C_R
766937594,FB5W,FB5W_L
766950752,SIP021,SIP021(ADM01)_L
766963432,FB5X,FB5X_L
766972518,,
767084239,AVLP046,AVLP046_R
767093324,CL270,CL270_R
767123688,CL326,CL326_R
767161652,KCab-m,KCab-m_R
767161677,KCab-m,KCab-m_R
767174553,CRE058,CRE058_R
767313008,CRE097,CRE097(PDM13)_L
767313151,FB5X,FB5X_L
767321428,CRE082,CRE082(PDM13)_L
767329844,CRE089,CRE089(PDM13)_L
767433432,aSP-f3,aSP-f3_R
767455273,CL144,CL144_R
767473384,OA-VPM4,OA-VPM4
767486231,CRE093,CRE093(PDM13)_L
767494105,KCab-p,KCab-p_R
767502579,KCab-c,KCab-c_R
767502627,KCab-c,KCab-c_R
767502639,KCab-c,KCab-c_R
767502657,KCab-c,KCab-c_R
767502667,KCab-c,KCab-c_R
767541763,SMP174,SMP174_R
767571712,IB004,IB004_R
767571751,IB004,IB004_R
767615925,SMP057,SMP057(ADM01)_L
767671354,PAM14,PAM14(B'1m)_L
767787456,,
767852204,KCa'b'-m,KCa'b'-m_R
767878191,SMP208,SMP208_R
767903933,SMP273,SMP273_R
767904550,CRE021,CRE021_R
767912577,CL046,CL046_R
768132738,LHPV5c3,LHPV5c3_R
768184496,KCa'b'-m,KCa'b'-m_R
768184604,KCa'b'-ap2,KCa'b'-ap2_R
768184623,KCa'b'-m,KCa'b'-m_R
768192947,LHPD2a4_b,LHPD2a4_b_R
768224139,FB4O,FB4O_R
768253675,SIP021,SIP021_R
768301044,,(ADM01)_L
768301292,SIP021,SIP021(ADM01)_L
768301391,,(ADM01)_L
768525593,KCa'b'-ap1,KCa'b'-ap1_R
768525608,KCa'b'-ap2,KCa'b'-ap2_R
768525647,KCa'b'-ap2,KCa'b'-ap2_R
768555687,MBON10,MBON10(B'1)_R
768590452,aIPg3,aIPg3_R
768806088,PVLP008_c,PVLP008_c_R
768884949,CRE057,CRE057_R
768932330,FB5X,FB5X_R
769000618,,(MBDLaxon1)
769018494,PAM13,PAM13(B'1ap)_L
769191110,AOTU021,AOTU021_R
769195048,AOTU007,AOTU007_R
769199010,LHAD1b2_a,LHAD1b2_a_R
769263962,AVLP477,AVLP477_R
769268002,CRE034,CRE034_R
769277177,,(PVM12)_L
769355285,CRE085,CRE085(PDM13)_L
769544445,TuTuB_b,TuTuB_b_R
769605178,CRE047,CRE047_R
769670101,,(MBDLaxon1)
769721865,KCab-c,KCab-c_R
769924974,CRE086,CRE086_R
770226597,TuTuB_a,TuTuB_a(ADL19)_L
770249286,LT34,LT34_R
770257411,CRE037,CRE037_L
770585045,PVLP118,PVLP118_R
770692923,PAM05,PAM05(B'2p)_L
770930321,CRE037,CRE037_L
770952011,CRE038,CRE038_L
784204967,KCg-m,KCg-m_R
784533172,KCg-d,KCg-d_R
784541732,KCg-d,KCg-d_R
784541854,KCg-m,KCg-m_R
784844007,KCab-c,KCab-c_R
784844112,KCab-c,KCab-c_R
784882707,KCab-c,KCab-c_R
784895866,KCg-m,KCg-m_R
785189156,KCab-m,KCab-m_R
785198372,KCab-m,KCab-m_R
785232629,KCab-c,KCab-c_R
785232649,KCg-m,KCg-m_R
785525736,KCab-m,KCab-m_R
785573850,KCab-s,KCab-s_R
785888696,KCab-c,KCab-c_R
785914742,KCg-m,KCg-m_R
785918963,KCg-t,KCg-t_R
785957618,PFNp_b,PFNp_b(PB01b)_R6_C5
786000969,PFNp_c,PFNp_c(PB01c)_R5_C6
786013791,FR2,FR2(FQ4)_C8_R_small
786013801,PFNd,PFNd(PB04)_R3_C8
786013842,PFNm_b,PFNm_b(PB02b)_R2_C9
786013856,PFNd,PFNd(PB04)_R3_C8
786221078,KCab-m,KCab-m_R
786260089,KCg-d,KCg-d_R
786674282,PFNd,PFNd(PB04)_R5_C6
786679162,PFNp_e,PFNp_e(PB01a)_R5_C6
786691714,FR1,FR1(FQ4)_C9_R
786929029,KCab-s,KCab-s_R
786989348,PFNd,PFNd(PB04)_R6_C4
786989395,PFNd,PFNd(PB04)_R6_C4
786989471,PFR_b,PFR_b(PB11b)_R4_C5
786994048,hDeltaB,hDeltaB_03_C3
787196614,SLP276,SLP276_R
787205311,LHPV6f2_c,LHPV6f2_c_R
787227302,LHPV6f1,LHPV6f1_R
787374226,PFL3,PFL3(PB12c)_R1_C7
787421325,IB034,IB034(PDM19)_L
787421409,IB035,IB035(PDM19)_L
787421505,IB036,IB036(PDM19)_L
787433966,vDeltaA_b,vDeltaA_b_C5
787563782,PLP217,PLP217_R
787563949,LHPV6q1,LHPV6q1(PDL27)_L
787564556,SMP243,SMP243_R
787762461,ExR2,ExR2(PPM3-EB-DAN/ring)_L
787779388,vDeltaA_b,vDeltaA_b_C5
787883174,aMe9,aMe9
787883482,aMe9,aMe9
787908929,LHPV4c1_b,LHPV4c1_b_R
787909611,ATL020,ATL020_R
788055763,OCG02,OCG02
788111826,PFNd,PFNd(PB04)_L6_C6
788173517,LHAV4g16_a,LHAV4g16_a_R
788306624,DM6_adPN,DM6_adPN_R
788306724,VC4_adPN,VC4_adPN_R
788400963,FR1,FR1(FQ4)_C8_R
788427061,FR1,FR1(FQ4)_C4_L
788461444,PFGs,PFGs(PB10)_L6_C6
788519447,LHAD2c3,LHAD2c3_R
788565050,LC28b,LC28b
788648194,DL2d_adPN,DL2d_adPN_R
788729370,hDeltaG,hDeltaG_07_C4
788794171,EPG,EPG(PB08)_L6
788940872,M_adPNm6,M_adPNm6_R
788945049,M_adPNm8,M_adPNm8_R
789070314,hDeltaK,hDeltaK_07_C6c
789104870,PFNp_b,PFNp_b(PB01b)_L3_C2
789121913,PFR_a,PFR_a(PB11a)_L4_C4
789126240,EPG,EPG(PB08)_L5
789126422,hDeltaA,hDeltaA_12_C10
789130596,PFL3,PFL3(PB12c)_L4_C6
789248033,LHPV2c3,LHPV2c3_R
789308735,FB2I_b,FB2I_b_R
789330613,aDT4,aDT4_R
789330989,SMP243,SMP243_R
789398359,SMP543,SMP543_R
789445825,vDeltaB,vDeltaB_C2
789580340,LHAV4a5,LHAV4a5_R
789588935,LHAV1a1,LHAV1a1_R
789623676,CL099,CL099_R
789636635,LT46,LT46_L
789645810,CL225,CL225_R
789726348,CL235,CL235_R
789765346,hDeltaL,hDeltaL_08_C7
789851418,,(PDM05)_L
789934899,LHPV2a3,LHPV2a3_R
789969011,CL254,CL254_R
789990540,CL352,CL352(PVM10)_R
789990773,IB028,IB028(PDM16)_L
790025201,WED124,WED124_R
790288721,LHAV3e2,LHAV3e2_R
790305346,PLP131,PLP131_R
790313423,CL016,CL016_R
790335135,CL225,CL225_R
790371015,PLP146,PLP146_R
790391552,PS146,PS146_R
790405385,SMP386,SMP386_R
790417325,,(MBDLaxon1)
790417660,CL166,CL166_R
790434264,WED097,WED097_R
790508166,CL235,CL235(PDM21)_L
790577606,LHPV4k1_b,LHPV4k1_b_R
790629881,aSP-f3,aSP-f3_R
790641825,LHPD2c4,LHPD2c4_R
790668865,PLP182,PLP182_R
790668991,CL220,CL220_R
790741191,SMP327,SMP327_R
790741674,SMP429,SMP429_R
790917992,LHPV4a3,LHPV4a3_R
790918006,LHPV4k1_b,LHPV4k1_b_R
790918021,LHPV4f1_b,LHPV4f1_b_R
790918098,LHPV4a1,LHPV4a1_R
790918133,LHPV4a1,LHPV4a1_R
790918176,LHPV4a2,LHPV4a2_R
790922968,LHPV4a12_a,LHPV4a12_a_R
790948245,LHPV2a4,LHPV2a4_R
790982851,LHPD2c6,LHPD2c6_R
791009819,,(PLBDL10)_R
791017605,CL340,CL340_R
791039731,AOTU063,AOTU063(SCB058)_R
791043906,SMP381,SMP381_R
791099453,SMP275,SMP275_R
791298858,M_vPNml84,M_vPNml84_R
791303168,LHPV2a4,LHPV2a4_R
791307174,LHAV7a5,LHAV7a5_R
791311618,LHPV2a2,LHPV2a2_R
791371842,CL145,CL145_R
791384849,SMP382,SMP382_R
791406204,SMP074,SMP074_R
791427589,SMP396,SMP396_R
791457874,,(MBDLaxon1)
791501536,,(PDM12)_L
791527493,5-HTPMPV03,5-HTPMPV03_L
791677863,CL101,CL101_R
791738711,SMP523,SMP523_R
791946302,LHPV2b2_a,LHPV2b2_a_R
791946438,LHPV2b2_a,LHPV2b2_a_R
792019471,CL360,CL360_R
792023887,M_lvPNm45,M_lvPNm45_R
792024028,M_lvPNm43,M_lvPNm43_R
792040520,PPM1201,PPM1201_R
792045391,CL074,CL074_R
792062042,SMP381,SMP381_R
792079254,SIP031,SIP031_R
792174783,,(PDM12)_L
792175182,,(PDM12)_L
792205464,,(PDM09)_L
792209304,PS002,PS002(ADM01)_L
792313813,LHPV3a2,LHPV3a2_R
792326206,LHAD1g1,LHAD1g1_R
792338630,LHPV2e2,LHPV2e2_R
792364888,Z_vPNml1,Z_vPNml1(noAL+SEZ)_R
792368888,MBON20,MBON20(y1y2)_R
792369310,PLP251,PLP251(SCB031)_R
792450754,SIP034,SIP034_R
792537736,SMP396,SMP396(PDM09)_L
792538051,,(PDM09)_L
792541534,SMP397,SMP397(PDM09)_L
792610827,LHAV4a6,LHAV4a6_R
792616185,M_vPNml59,M_vPNml59_R
792692885,SLP457,SLP457(SCB013)_R
792800570,CL006,CL006_R
792852667,,(MBDLaxon1)
792856887,,(MBDLaxon1)
793128475,FC2C,FC2C(FQ7)_C5_R
